id,control,input,output
yelp_train_121465,Negative,Stayed here back in,"2005(more specifically in the Cabana Suites which were still called the Ogden House back then). Room: VERY ratty. Smelled weird, beds were uncomfortable, the bathroom looked like a scene from a horror movie(I was so glad we were only there for a day because I LITERALLY refused to use it) and the view was quite depressing. Pool: There is none. Restaurants: Didn't eat anywhere in the place. Looked at the breakfast buffet and it kind of scared me so I went to Mickey D's at Fitzgeralds instead. Entertainment: Nothing at the time. Miscellaneous: The place was kind of bad at the time. I did visit with my mom a year ago though(since she really loves it for some reason) and it's actually sort of nice now. Maybe the whole Fremont East project helped it out. And the rooms in the former Ogden House look so nice now. Wouldn't recommend AT ALL if we're talking about the time I stayed here. Now it doesn't seem so bad."
yelp_train_128143,Positive,,"What a goofy fun time! It was so good to be indoors away from the 100 F temps! But besides the air controlled building, this place is very entertaining and totally encourages silly behavior... which I LOVE! Room after room, there were were plenty of waxed celebs. And surprisingly, they were incredibly realistic! I love that you can use props and do fun poses with the statues. It's great for all ages and it's gives you the opportunity to take great photographs that you'll definitely laugh at when you're all done! =D"
yelp_train_321664,Positive,My family,"and u had a trip planned to Phoenix for months. Luckily 2 days before we left for Phoenix, I saw the Ice Creamy episode of The Best Thing I Ever Ate. The Toffee Bonafi (which was featured in the episode) is a MUST try! The vanilla ice cream is so creamy & full of vanilla-flavor. The salted caramel is the perfect combination of salty & sweet. The almond brittle, which also perfectly salty & sweet, added a crunch factor in contrast to the soft banana. Include a little of everything on your spoon, along with some lightly sweetened whipped cream and you'll feel like you're in heaven.  I also had the pleasure of tasting my daughter's watermelon sorbet (which my husband said is the best watermelon sorbet he's ever had). My husband chose a scoop of Almond Buttercrunch and Belgian Chocolate in waffle cone. Both were just as creamy as the vanilla I had and just as delicious! Yup, you heard right, the watermelon sorbet had a creamy texture! I will definitely go back the next time I'm in Phoenix!"
yelp_train_532985,Positive,Yummy!,Though there are quite a few ice cream/yogurt places on Mill Ave this one is my favorite. Very friendly service and a great deal. I'd give 5 stars but it's a personal rule of mine to never give 5 stars to a place that still gives styrofoam. I suggest having some lunch at La Bocca then popping next door for dessert. Salted Caramel Cookies with Dulce de Leche ice cream!
yelp_train_320011,Positive,We've taken our kids to,"the museum twice now - it's become one of our absolute favorite family destinations for when we're in the Phoenix area. There is so much to do and see for everyone, from babies to big kids. During the holidays, as can be expected, it's super busy and it's a challenge to keep track of everyone as they're dashing from one exciting room to the next, but it's worth it to see your children have that much fun in a learning environment. We've visited a number of different children's museums and this one is the best we've found so far. I highly recommend the Children's Museum of Phoenix to anyone with kids!"
yelp_train_338682,Negative,,"Don't remember what we had - chicken in some kind of sauce. Not memorable at all, sad to say. Did like the vibe and service so I would give it another shot. Great looking patio in the summer."
yelp_train_118650,Positive,I have enjoyed many a,"lunch with great friends here. Why lunch? It's half the price of their dinners, duh! While their dinners can be a bit pricy for college students, you can't ask for a better lunch deal. The crispies and sweet and sour sauce they give you are a delicious appetizer and I've never had anything bad on the menu. It's all been delicious. I don't understand what decor has much to do with delicious food. Good hole-in-the-walls normally could do with a face lift. The place is very clean and the staff is always very nice and polite. My only complaint is that the service does indeed run a little slow. My friends and I can usually count on the place being empty when we go, but the service is still as slow as if it was packed! However, this does give a us a great chance to catch up and chat. If you're looking for great food and a relaxed, not rushed lunch, this is the place for you!"
yelp_train_357106,Negative,This place was BLAH. From,"our blah waiter to our blah food. Had the taco combo, came on a single thin street style tortilla, they seriously need to double the tortillas because it gave out midway through. The pork was dry, the chicken was dry, the beef was ok. Our waiter was nice, just a little awkward and lacking personality."
yelp_train_482236,Negative,We are here,"visiting our good friends in Fountain Hills. They raved about this place and so we decided to try it for a lunch. (Our friends came with us). We were very disappointed.  1. Service was awful! Our waitress acted like she was doing us a service to wait on us. We waited over 30 minutes to even get out drinks. She spilled two drinks on us at separate times. First time she didn't say anything and the second time she offered to get us a wet towel. Never apologized. 2. The food. We had heard how great the food was, and even with the bad service we stayed excited to eat. It wasn't good at all. Cold when it came out, and overall tasteless. Their house tomatillo salsa was overly salty and not tasteful at all. Not one of the members of our party finished their meal.  Overall we were very dissatisfied. Even our friends from fountain hills expressed their annoyance. Them, along with us, won't be back."
yelp_train_349912,Negative,,"Horrible. An hour without water, silverware, or any real service. On the other hand, the hostess was condescending and hostile. If you like small, bland portions for a lot of money, go for it. Otherwise, Jack n The Box has a better gastronomic atmosphere."
yelp_train_568589,Positive,Friendly and efficient staff. Favorites,"are salmon carpaccio, yellowtail jalape\u00f1o, agedashi tofu and nasu fries which are some good tapas. Dishes that fell short are kahana chicken, chicken katsu, hamachi Kama and baked mussles. The green tea ice cream was a nice presentation in a fried crusted shell w/chocolate syrup and whipped cream. It was delicious even if non- tradional. The bar menu rocks w/Hawaiian tropical drinks and gr8 sakes."
yelp_train_691,Positive,,"Hands down a great experience! I called yesterday as the driver headlight on my car was out and asked if I needed to make an appointment. The woman on the phone said to just stop right by during their hours. I went by this morning and their (small) lot was full so I just sat in my car while I believe who was Tim was finished chatting with another guy. I continued to sat in my car for a couple of minutes while Tim quickly inspected my headlight. Unfortunately he did not have any replacement bulbs but ordered them right on the spot while I was there and told me to come back any time in the afternoon. Fast forward a few hours later. I just popped by and after popping my hood and going into their office to pay, my headlight was replaced! Friendly, honest, fair and quick service. No BS. Highly recommend Walter's Automotive."
yelp_train_379998,Positive,Dr. Kohls is amazing. She,is warm and friendly and explains everything really well. I leave the office amazed by her attitude. Doctors like her are hard to find. I highly recommend this office to anyone.
yelp_train_67056,Positive,,"Komol, you no doubt deserve the bump up to FIVE STARS. I eat you at least once a week and have been coming here since I was 16. I've never been dissatisfied with the food. Not one bad dish in all that time. I cannot say that about any other restaurant. Also, the service has been stepped up a notch too, so thank you for that.  Trust me, all the food is excellent here, but these are the dishes I always order: Tom Kha Num Tok Panang Beef Garlic Pepper beef/chicken Herbal Salad- I dream about this  FYI 1. When you go to Komol if you say HOT they will make it HOT for you. Don't try to wear the Daddy pants if you don't have a belt if ya' know what I mean. 2. Even though the service has been much better recently I still recommend letting your server know if you are on a tight time schedule. They will do their best to accommodate you. Thank you Komol for the 20 years of flavorful dishes you have made for me and all of the memories I've made around your dinner tables."
yelp_train_292042,Positive,I was,"a little apprehensive about purchasing a meat package. The lady in the store was extremely helpful, patient, and kind. The meat is outstanding-much better than the average market. We will be faithful customers in the future..thanks!"
yelp_train_575386,Positive,WOW-,I've never tasted anything like it- the method of sandwich-making at Zooks is unique and delicious. They perfectly toast the edges of the bread to encapsulate the ingredients. I got a breakfast sandwich and made my sister get a turkey sandwich so we could trade halves. It's the perfect serving size- not too big; not too small. Also the Coco Loco was a perfect sweet tooth satisfier. Service was great and the owner was very kind!
yelp_train_620941,Positive,Sheena,"took some professional pictures for me. She is great and easy to work with. Sheena has ideas, but also listens to yours, which makes it for a fun and collaborated session. She also did a great job editing my pictures, and was flexible with my changes back and forth. I would definitely use her again and suggest her to everyone."
yelp_train_72161,Negative,I have,"had a few \""okay\"" experiences with this florist in the past. On Valentines Day 2013 my husband purchased their largest red rose arrangement for $300. The presentation was nice, if a little dated, but sadly within just a couple days the flowers died. Every other time I have received flowers from this company they have not lasted as long as other florists or even the cheap flowers from the supermarket. I would rate the quality of the arrangements from this florist as 3/5. Most recently, my husband attempted to place a last minute balloon order at 3:30 pm from this company over the phone. Their website states they are open until 5pm so he thought that may be enough time to pick up the balloons. He was advised by the person who took his order that the balloons would be ready for pick up the same day. When he arrived to the shop at 3:50 pm the shop was closed early and the store door hours stated they closed at 4pm. How did this miscommunication happen? Well, anyone who is thinking about ordering from this florist should be aware that the phone number they advertise actually goes to an off site call center that represents themselves as in-house. My husband was lied to that he could get the balloons the same day when the florist closed early that day without informing their call center ordering team. When my husband called the phone number (that they list on their website and on the door of their shop) as he stood outside the CLOSED shop, the person on the phone still tried to represent themselves as a florist on site and that the store was indeed open. This was very frustrating and the miscommunication and outright lying wasted his time I understand that sometimes last minute orders cannot be filled but this business needs to update their website with their ACTUAL hours and make sure that whatever ordering service they use is updated with any exceptions to their hours. The call center ordering team that their phone number directs to also needs to be honest about the fact they are not on site."
yelp_train_55614,Negative,,"DISGUSTING!!!!!!!!!!! The staff are very rude, they do not refill your water, wipe their snot on their sleeves, and speak in Chinese, barley speak the language. Their fried chicken lemon was frozen in the center, and I found a beetle in my rice!!!!!! I don't think they truly respect and take pride in owning a business in America. I will never come back."
yelp_train_130592,Negative,I read a prior complaint,"stating: This was one of the worst placees I have ever seen. My mom went there for rehab. What a joke!!!  I agree 100%. This place is completely negligent, lacks professional courtesy and care. It is a model of how \""not\"" to care for you patients. I guess it fits into the medical scene in Las Vegas just right. What a shame that my family member was sent here and was neglected for over 72 hours. I would not even send my dog there - and I really don't like dogs.  Stay far, far away from this \""Ghetto\"" of a medical center."
yelp_train_361397,Negative,Typical Indian casino.,Piece of crap with horrible service and extra smoke!!!! Great people watching though.
yelp_train_336303,Positive,Excellent service! Une pharmacie,"m'a conseill\u00e9 sur une br\u00fblure que j'avais eu en faisant de la moto avec un ami. Cette dame a pris le temps de me conseiller sans stress ni \u00e9nervement, de me parler, de me rassurer... Malgr\u00e9 les personnes qui attendaient derri\u00e8re moi. Je sais o\u00f9 j'irais la prochaine fois que j'aurais besoin de conseil sant\u00e9."
yelp_train_13427,Positive,I'm,"writing this review on behalf of my husband because he won't get his hair cut anywhere but V's. Even on a busy day, he never has to wait that long to get in, and he loves the straight razor shave and quick massage with that little machine they put on their hand."
yelp_train_494351,Positive,Guest list = free for,"girls, $50 for guys (yikes! I wonder what it is without guest list...)  But my favorite club of all time (in Honolulu or Los Angeles) so far. Got in no wait at 9:30ish to the Guest-list line (2nd floor to the right), there were lots of lines to navigate through).  Elevators up, main floor. \""the library\"" themed room with sexy librarians standing around, a pool table and lots of seating. \""boombox room\"" downstairs with a tiny floor and more private seating. I loved the outside portion with parka-ed dancers and fire lamps for warmth. Drinks are the usual $12, and ehh not too strong not weak but could be better.  Bouncers and guards were so nice and joked with us about not letting us into the stairs area. Nicest guards I've met on the strip so far. Lots of space, different places to go depending on mood, 5 bars to choose from, 4 areas to roam... Good DJ, nice guards. High price for guys so high female to male ratio (good if you're a rich guy or gold digger)."
yelp_train_576878,Positive,I am new,"in town and I took my dog here for a wash! This place was great! I loved it and will be going back!!! The cost was reasonable, only $12- $14 for a self wash and they they supply everything but the dog!!!! It made bathing my dog stress free! Thank you!"
yelp_train_36572,Positive,Good,"egg rolls, peppered beef, sweet and sour pork, orange chicken. Cream cheese puff was greasy and lacked flavor. Price was not to shabby. Not many options, but what they have hits the spot. My pal suggests going at diner vs lunch."
yelp_train_561456,Positive,Best atmosphere,in downtown. Killer pregame spot and an even better place to share a few drinks by the pool during the summer months. Hotel Palomar is pretty awesome all around but this is my favorite spot.
yelp_train_598979,Positive,This is my,"favorite cafe because of the healthy food, delicious drinks and Chef Peter and David. I am always welcomed warmly and they are eager to share whatever yummy new dishes they are making plus they remembered my favorite drink by my 2nd visit- awesome! Comfortable and open late hours (10pm!) it is within the LGBT Center which is a COMMUNITY center, open to the public in a neighborhood that really needs it. You just may be inspired to volunteer yourself when surrounded by the motivated crowds usually meeting! Favorite dishes you MUST try: The LGBTQ sandwich Farrow and Golden Beet side salads \""Cheesecake\"" any variety The quality far surpass any chain coffeehouse and their friendly attitudes blow away any competition downtown! Love Bronze Cafe!"
yelp_train_264105,Negative,"The restaurant was super empty,","which, to me, says a lot. I ordered Pad Thai (I always order Pad Thai, no matter which Thai restaurant we're eating at) and I found it to be pretty bland and not spicy at all. I thought Thai food is supposed to have some spice in it? Anyway, the waitress never asked if I wanted it spicy, so I just assumed it will be spicy in the end. I guess that's my fault. But my fiance ordered BBQ chicken on skewers and it was bland as well. Needless to say, I've had much better Thai food. It's safe to say we won't be coming back. On the upside of things, the service here is good, the workers are friendly."
yelp_train_87333,Negative,Bought local chocolate,"Gail Ambrosious chocolate truffles here. From Gail or Willy St. It's 22.00. Here? 26.99. Wow, 25% markup after retail???? Whole paycheck."
yelp_train_451513,Negative,What,"can I say about comped rooms? They're awesome! But let's talk for a second about our comped room here at bally's...well, not so great.  We were given a hotel room in the South Tower, the non-remodeled side of the hotel...which is no biggie...but it is an issue when you are placed right next to the elevator...and I mean RIGHT next to the elevator. I barely got any sleep the first night...all I could hear was the rumbling of the elevator shafts. And as well all know...Vegas never sleeps...because the hotel doesn't let you! Haha.  I called downstairs asking for a different hotel room...they couldn't offer anything else but they did offer to set us up in a different room on the same floor the next day. I asked if we could be moved to the north tower...NOPE! $20/day and sure we could...so we did. Argh. There is a pretty huge difference between the rooms. If you do stay here, make sure you book the NORTH TOWER. They have flat screen TVs, 2 desks, comfy beds, a less awkward bathroom with granite counters, a better sink, and lots of mirrors.  One thing in common between the 2 different rooms? The noise. I could hear everyone's conversations from other rooms around me...I could hear my neighbors flushing their toilets. At least, no elevator noise. Thank goodness.  The staff are friendly for the most part...I had a great conversation with one of the guys at the bell desk. The slots didn't give up a penny...but it's Vegas! You're here to make a deposit at the slot machines anyhoo. Haha.  Oh, and I think it's ridiculous to charge your guests $22 to use the gym.  2 stars."
yelp_train_191687,Positive,Top 3,"steaks I've ever ever had. Frankly, its been a few days since, and I'm still thinking about it. I ordered the New York ($56 i believe). It was cooked to perfection. They bring 4 different sauces (made by the chef) for the meal, but none are needed. The steak tastes like heaven, seriously, no other description. I was full 2/3s of the way into the steak but still had to finish. It was too good to take home. Service is first class. I've been to plenty of nice restaurants, and this one has some of the best service i've ever had. Just an unbelievable dinner. Rarely do I get that combination of fast, courteous, and knowledgeable service along with possibly the best steak I've ever had."
yelp_train_58103,Positive,After 1,"week of exchanging emails with Chris H. and his personal review of our claim, we have been notified that Ashley will honor our warrenty claim, and offered us a in store credit since our product is no longer avalible.  **** August 2nd 2014 Delivery of our new sectional!"
yelp_train_28388,Negative,I have lived in,"Arizona for 25 years and the first 15 years in Tucson. I have been going to your restaurants for all of these years. It used to be my favorite Mexican restaurant, I can tell you now it has fallen not only past the bottom of my list but completely off the list of not just Mexican Restaurants but all restaurants. I will not come back, nor will I ever recommend it. Here is what happened. We came to the Tatum Blvd one Sunday evening about 6pm. There were maybe 10 tables with people, not busy at all. I was with my wife and 2 kids, we were seated right away and our waiter was nice enough at first. My son ordered the #52 as he always does, my wife ordered #24 but thought she was ordering #21, my daughter ordered her customary Cheese quesadilla from the kids menu and I ordered #39 (thought I'd try something different.). First off my sons, silverware was dirty, (set ups) he simply took some from another table, seemed like not a big deal at the time. Then when my wife's meal came 5 or so minutes late after everyone else's it was the Vegetarian Burrito not the Fajitas she thought she ordered. Rather than trying to make it right for her the waiter became argumentative and told her that is what she ordered and gave her no option. What makes this interesting is she ordered it as #24 but said to the waiter she wanted the Fajitas. Her mistake but is the customer always right? Should the waiter try to make her experience correct even if she made the error? Should we have had the option of getting her the meal she wanted-even if you offered at a cost to us? I did get my order and it wasn't as good as I expected but it was what I ordered, 1 BIG Standing tray of food, but not a Plate to be had. Consequently, I dropped a Chorizo covered spoon on my clothing because I had this elevated monstrosity of a serving dish in front of me but no plate to eat of off. Lastly but probably the most important was my son's dinner. It seems he had a HARD FOREIGN OBJECT in his re-fried beans; it looked and felt like a pebble. We pointed that out to our waiter, he response was: \""I'm sorry.\"" I would have thought we'd see a manager by that point but we did not. I would think a HARD FOREIGN OBJECT which was clearly not food in my son's beans warranted a free meal if not our entire bill given as complimentary. You could have had some expensive dental work to pay for.  Here is the deal. I am not happy, my wife is not happy, and my son is not happy and begged us not to go because we have had either bad service, messed up food orders, plus I have even had Chicken bones in my food in the past. In fact I remember a time when he ordered #52 with beef before got it with chicken instead and they brought him an entire 2nd meal because of the error. My 9 year old daughter is the only one in the family that likes it; plus it's pretty had to mess up a Cheese quesadilla (her order every time). Here's the other tidbit of knowledge she doesn't get to be the one who buys dinners out, I am. The consumer votes with dollars and I will cast my vote to not spend them in your restaurants again.  Please let me know your thoughts I am very interested to know. I paid with a credit card the bill totaled $49 and I tipped only $5 because of the sub standard service, I am sure you can find my order in your records. I have probably had over 100+ meals from your restaurants over the years and I must say the Phoenix stores or should say at least the one at Paradise Valley Mall is terrible. I don't think I ever had a bad meal at the Speedway location but I moved to Phoenix over 10 years ago and do not go to that location any longer, I cannot say the same for this location."
yelp_train_385344,Negative,"Okay, so I was","craving a good burger. So Got on Yelp as I so often do. I found this place. After reading the reviews I was sold. I mapquested and was on my way. I agree with the comments about the inside of it but I know that sometimes the best foods comes from hole in the walls. I ordered a double with chili and cheese combo. Driving home I was excited. Upon taking my first bite, I must say that my expectations far exceeded the taste. The chili was so bland...it just kind of coated my tongue. I tried another bite and couldnt really distinguish that it was indeed chili that I was eating. The burger itself was good...it reminded me of in and out burger. I scraped the chili off added some salt. And was still not impressed. All in all it was a decent taste of beef and although I didn't like the chili at all...I would go back and just order a cheeseburger. The fries were okay...they looked a bit like that had been sitting and then refried. In and out are definitely better and you can tell that they are fresh,,,these not so sure! Maybe this batch of chili wasn't up to par but it's a NO for me! Now back to trying to eat the rest of this burger......."
yelp_train_300837,Negative,Hey,"now, let's watch that young energetic staff at Fakefathers dump those \""great\"" fries out of their respective bags into the oil (that includes the sweet potato variety). Now, let's watch the cook take inferior meat that has already been chopped up and is waiting in bins and dump it onto the grill with the pre-cut and measured onions and peppers and voila your sandwich is ready in 2.5 minutes. I want my freakin steak to start red and get cooked on the grill you idiots. Ok, now let's pay $8 for a tiny sandwich that uses SIRLOIN steak, not ribeye and be happy about life. Nah, let's just call this place what it is: a ripoff, a place that uses cheap ingredients to make a profit on the poor customers of Phoenix, who don't ask questions and assume because they throw alot of cheap meat into the bun, it must be worth the price.  Some folks take cheesesteak seriously and no lazy establishment is getting my cash these days. There was nothing to these sandwiches. no flavor and using sirloin is basically the equivalent of buying a pack of Steak-umm's and making these yourself at home. Garbage, overpriced cheap steak and frozen potatoes....enjoy your meal at FAKEfathers."
yelp_train_357428,Positive,So this is kind,"of smashing two reviews into one. The first is for Revolution Pizza, which I would give a 3.5. And the second is for Revolution Ale House, which I would give a 4.5. I got out my trusty calculator, and evidently (3.5+4.5)/2=4, so I am giving this place a 4. I didn't live in Charlotte for a long time, but I got the impression that Revolution was the best place for beer snobbery in town. A good-sized list with a very good selection (unlike somewhere like Flying Saucer, which has a huge list, but a ton of filler, not to mention sub-par food). I don't really remember what beers I had there aside from an Allagash White, but everything was good, and thankfully served in room temperature glasses. A little hard to hail down a bartender, but once I succeeded she was very friendly and helpful. As for the food, it was good, and vegetarian friendly. I had their Margherita pizza both times, and while it wasn't the best I've ever had it was quite tasty. The balsamic reduction definitely gave it a welcome boost. But its been a while since I've been there, and after just looking at their online menu, it seems like they have more vegetarian items than they used to. 4 of their 9 signature pizzas are veg-friendly, and their Mushroom Fettucine sounds great.  Prices were a little higher than I liked, beer and food, worth it for the beer and not really that bad for the food. Service is OK, seemed a little disorganized, but everyone was ultimately friendly and helpful. Nice decor, in a large, old house. Looking at their online menu (not to mention beer selection) has me wanting to go back next time I'm in Charlotte, so perhaps they will hit that magic 5 stars next time!!!  Note: So I just had another look at the beer list, and all of their drafts are local. Now I have no problem with supporting local beer, but I could have sworn that they used to have taps of Bell's, Rogue, Allagash,etc., and maybe even a few Belgians. They do have some bottles from Allagash, Bell's, Dogfish, etc. For me personally, a beer bar without a good Belgian selection is not really a beer bar (one Chimay red bottle and some local knockoffs don't cut it)."
yelp_train_27375,Negative,Worse KFC ever!!!,Drive through takes forever they only do one car at a time a each car takes about 5-6 minutes. Service is horrible. The inside is filthy. And there phone is disconnected so you can call to complain.  Today they have someone who has a very strong accent over a horrible speaker so you can't understand anything she says.  Don't waste your time as it will take a lot of it if you do.
yelp_train_357112,Negative,,SERVICE HORRIBLE!!! Hostess could care less and server at bar was too busy flirting with some girl to pay us any mind! Food way overpriced and not that good! What a huge let down!!
yelp_train_150872,Negative,,Phone guy was RUDE! Should probably consider providing better service when you have epic Papa Dels to compete with.
yelp_train_361044,Positive,If you like a,"good burger then check this place out. They have so many options that you can choose from to make your own burger. I am usually not a fan of sweet potato fries, but these ones come with a dipping sauce that is amazing."
yelp_train_59700,Negative,My companion raved,about this restaurant for quite some time. She raved about the quality of the food and service. I decided to try this joint and not upset her. For a eating establishment I should write about the food but I couldn't. Once we were seated I noticed a strong smell of urine at our table. I discovered the smell came from the seat cushion I was sitting on. After I moved the cushion away the offending smell still linger in my nostrils. My companion beg me not to make an issue out of it. I complied. I recalled ordering my food but I couldn't tell if it tasted good or bad. I lost my appetite. I can't believe the cleaning staff didn't noticed it. I know I won't go back to this joint and my companion will have to bear with my objection for a second visit.
yelp_train_412800,Positive,Avenue B,"sits unassumingly on Centre Ave in Friendship and can be easy to miss if you're not looking for it- but you definitely should be. There is not much seating so a reservation is probably needed, especially on weekends, but this little bistro is the perfect environment for a casual date night, special occasion, or random night out with friends. As many others have commented it is BYOB and not sure if it was a fluke or not but they didn't even charge us a corkage fee! The menu is relatively small (a few regular seasonal menu items plus daily chalkboard options) but we still found ourselves overwhelmed by choice while reading through each delectable sounding description. On our waitress's recommendation we started with the mussels ($12), which came in a smoked tomato sauce with grilled bread. I do not say this lightly, folks- these are hands-down the best mussels I have ever had. Not only were the mussels themselves delicious (and not a single dud in our bowl!), but the sauce was smoky, tangy and sweet and just thick enough to coat each little mollusk to perfection. The rest of the meal followed suit and certainly did not disappoint. I ordered one of the daily chalkboard items- hanger steak with braised onions, green beans with gorgonzola, and cous cous ($29) and my boyfriend ordered one of the regular menu items- the fish and chips (I believe with tilapia that day) with napa slaw and malt aioli ($22). Both were cooked to perfection and packed with flavor. We also ordered a side to share- the roasted cauliflower with cheese and truffle oil ($6)- which was also superb but probably not necessary given how full we were from our mussels and entrees. Especially because the desserts sounded AMAZING and neither of us had any room to pack more in. My only regret about this meal is that it took me so long to get here and try it out! Oh, and make sure you do not pass on the bread and butter-- you may have to man up and clear out a little more room in your stomach for the rest of the meal but it is worth every bite."
yelp_train_281287,Negative,Doesn't deserve even,"one star. But that's the lowest and that's what they deserve. One of the worst experiences ever! Don't go! They don't value their patrons. Five of us went for dinner. If you want a good sushi experience try Sushi Fever. The restaurant was not very busy. It was more than half empty on a Wednesday night. One of us ordered a teriyaki steak and side of chicken fried rice. The others decided to have sushi and sashimi. We ordered off the the more expensive right side of the menu expecting better. The waitress was very unattentive and distracted. Miso soup was ordered and poke appetizer. The food did not come out for almost one hour. The server from the kitchen brought out one bowl of chicken fried rice that sat on our table as a side dish 15 minutes before anything else came out. The soup came out at the same time as the entre only after asking or it. The poke was literally three small pieces of tuna the size of a thumb nail with a bunch of fried stuff covering it to make it look like more than it was. It was overed in a overly powering sweet sauce. After waiting an inappropriate amount of time I asked a women walking by to speak to the manager. She said she was the manager. I explained how we have waited for a long time and we have yet to receive our dinner. I also complained about how one side dish is sitting on the table for 15 minutes getting cold. She said she would find out what was going on with our sushi. The 3 rolls all came out on one plate was unimpressive and indistinguishable as to what anything was. No one explained what was being served just dropped and left. The manager nor the waitress ever returned to find out how our food was. Uni was also ordered and never was served. The portions, the terrible service, the presentation was extremely disappointing. After a $184 bill I actually had a peanut butter sandwich when I got home since there was not enough food to satisfy a normal dinner. Please don't waste your time and money!"
yelp_train_119150,Negative,This airport is so stinking,"big! Baggage claim is practically on the other side of Las Vegas. Once arriving, getting baggage, then had to get a taxi. There is this nightmarish line that is worse than any line for a new Disneyland ride. After about an hour in that nasty sweltering Vegas heat, we got our taxi...and that jerk tried really hard to take the long way to our hotel. It's not like it's my first time there, so I yelled at him.  Now checking in, my dumb taxi driver dropped me of at arrivals, so that he wouldn't be stuck in the Sunday afternoon departure line. That's ok, but I did have to go up escalators, walk to the other side of town, then go back down escalators. Finally, I arrive at check in, which luckily, everyone is SO DAMN FRIENDLY. Probably just happy they have an AC at work. Even TSA peeps are nice.  I like that I could play slots if I wanted to. The restrooms are clean and plentiful. Plenty of places to get food and coffee.  If I were to do it differently, I would have taken my hotel's shuttle to the airport. And I would pre-arrange transport, which is possible to do."
yelp_train_298425,Negative,Food is average,"& service marginally better. Beer is cold - primary redeeming factor. In summation, were this place competing outside of an airport - captive audience - it would never survive."
yelp_train_225631,Negative,I was disappointed,"after dining here for a Sunday happy hour. The bar area was crowded and loud so my party decided to try to sit at a table on the patio. The outside table had not been wiped down thoroughly and there were a few flies swarming around so we decided to wait for a table to open up in the bar/lounge area so that we could order from the happy hour menu.  We ordered the calamari, which was probably the best item we tried but was not that impressive compared to many others in the area. We also ordered the cheeseburger sliders which were too pink, and the fiery shrimp and crab crunch rolls which were just ok but nothing special.  Our food was delivered before we received plates, so we had to get up and ask the bartender to provide some for us. And our server, who was rushing around did not return to ask how our food turned out or if we would like to order anything else.  I don't plan on returning here."
yelp_train_627752,Positive,The service,is amazing. The food is amazing. No food coma. Fully energized after a meal!
yelp_train_103179,Positive,Breakfast: The one meal that,"gets no respect... Most Yelpers rarely cover the most important meal of the day other than happy hour.... That said, breakfast in the restaurant world usually comes in the form of 2 genres: The over priced, pretentious, yet marginal quality hotel breakfast... ( Yes, the 15$ egg is alive and well in the USA ) or the greasy spoon so cheesy that even the most hard core of truckers would take a pass. Happily, the \""Original Pancake House\"" in Scottsdale AZ ( about as original as Rays Pizza in NYC ) delivers an extremely diverse and satisfying array of breakfast treats without the feeling you need a Penicillin shot after dining... all at a very reasonable price.  To be truthful, they have things on this menu that I have never seen in chain breakfast joints or snooty hotels...  I had the \""Ron's Special\"" - egg scramble with carmelized onions, tomatoes, shrooms & cheese with potato pancakes... a truly satisfying meal! Last trip here I ate twice... having the French Toast... then the berry crepes. You couldn't get a bad breakfast here if you tried! Only negative, I found the coffee to be a little weak... but hey, food over coffee! * Point of interest: You can write on the walls here... and yes, I have left my mark!"
yelp_train_271836,Negative,Awful,"service at the front desk. Reserved a room with 2 queen beds and they said they don't guarantee rooms when you reserve them. The lady on the phone when I made the reservations clearly told me the room would have 2 queens. The front desk wasn't helpful at all in remedying the situation. I'd expect some sort of kickback since we didn't get the room we wanted, we had a reservation for a 4 night stay period, and had a large group of 4 different rooms. You would think they would want our future business. I would not recommend this hotel to anyone visiting Vegas. Definitely staying at the Palazzo next time."
yelp_train_126381,Negative,I've been,here multiple times and this is by far the worse experience I've ever had at any restaurant. I came here for my cousin's birthday dinner and we've been here for at least an hour and a half and I've gotten only 2 rolls. Service is tremendously slow. There's 2 waitress who do not communicate with each other and come to the table to ask us the same questions. I'm so annoyed that I am writing while I'm still at my table. I will never come back here and will recommend ppl avoid this place!!!
yelp_train_513863,Negative,The food was,"good, but I was disappointed with the atmosphere. It's located right next to a smoke shop. There was such a strong smoke smell in Viet bistro which made it less appetizing. The food was okay. I cannot go back because of the cigar smell."
yelp_train_71684,Negative,My wife and I have,been going to Bob Taylor's since the 70's and it has always been great. In fact we always let our out of town visitors know that they really need to eat there before they leave Las Vegas for a true old Vegas experience. I don't know how many times the restaurant has changed hands but this past weekend was the worst experience ever. Our rib appetizer was lukewarm at best and the BBQ sauce was cold. The salad was inedible. The lettuce looked like it was the pre-packaged cheap stuff and had the smell and taste of MSG preservatives. The lettuce was soggy and the blue cheese dressing was watery and very runny. The baked potato that came with our steaks tasted overcooked and burnt. It had that black skin around the inside that you get from reheating old baked potatoes. We told our waitress about it and she brought us out 2 more baked potatoes that were just as bad. When we let her know again she said that fresh potatoes would not be ready for another 15 minutes. Although the steaks we had were very good the side dishes were so very bad that it brought down the whole meal experience. It was truly very disappointing. We will no longer refer people to Bob Taylors and after reading some of the other reviews on Yelp it seems a lot of people have had the same experience so this was not a one bad night fluke kind of thing. They seem not to care what the reviews say as it's obvious they have not made any attempt to improve the things that everyone is complaining about. There are better places for me to spend my hard earned money than Bob Taylors.
